time,mean
7,0.18272271905757553
8,0.18553532037705725
9,0.21584495339436824
10,0.22530414908175475
11,0.14601903703840138
12,0.19670815131994374
13,0.1422026286806168
14,0.10009418549718246
15,0.21041405188656964
16,0.20393799109776156
17,0.22143917063170807
18,0.19133411125558486
19,0.26240816954049717
20,0.26264700916122685
21,0.2096683211282895
22,0.22899738946319584
23,0.20561603084333507
24,0.2514784837656244
25,0.22915384951127005
26,0.18134311213390977
27,0.18897151700942968
28,0.22501825545113574
29,0.13636377456561924
30,0.17565418984380038
31,0.15343696245042493
32,0.16951625733208464
33,0.1174342375480659
34,0.1334122997454703
35,0.14337770599201205
36,0.21947127743582268
37,0.16544822382639532
38,0.12200382495164942
39,0.15440923195251138
40,0.1589599034494051
41,0.24100348284484369
42,0.20364867629450006
43,0.1984393583288591
44,0.15015279498714354
45,0.15141680458782233
46,0.17689790861691806
47,0.21435596284605163
48,0.23346796305259537
49,0.1842674145176153
50,0.12175429838292626
51,0.11489380546715064
52,0.09577501668168441
53,0.12759512550463695
54,0.18231864653312554
55,0.19125535265429644
56,0.11526657081337661
57,0.11424220711392027
58,0.152205486489045
59,0.13248042246627473
60,0.08842942210666284
61,0.12835924577499072
62,0.1002445857213525
63,0.11787899922170215
64,0.1307249692346112
65,0.1760663370915947
66,0.06653370171235409
67,0.17400489701745264
68,0.11053603875244347
69,0.21569877782625754
70,0.10347491336107348
71,0.11236259489469619
72,0.15109403893465403
73,0.19499156686974087
74,0.14980267485941515
75,0.16158415698639195
76,0.16889688053106547
77,0.16976826168029444
78,0.21137166662091653
79,0.10549385117448064
80,0.13306564577020105
81,0.18804051267598132
82,0.11114887694564815
83,0.08352296528470883
84,0.16818092225341288
85,0.14308351052800308
86,0.056354806221704384
87,0.09696851669117053
88,0.11849779532304285
89,0.1131621274046718
90,0.09130978950243931
91,0.14177657160269033
92,0.2032818356699895
93,0.21340943753889025
94,0.2623476542563637
95,0.21027531577059616
96,0.2543352253841053
97,0.15336697387346154
98,0.1804558578896764
99,0.19700961607832326
100,0.17682558627782705
101,0.1770873972347138
102,0.16910689889699498
103,0.2538626007289354
104,0.17457957886476402
105,0.23485456941688845
106,0.1715655691876871
107,0.08866652682154805
108,0.13416261538171814
109,0.09891841703048761
110,0.1853968038719374
111,0.1661499303552361
112,0.10620088051794797
113,0.24592824653572082
114,0.1732866465839229
115,0.15395180526127134
116,0.09885087263511537
117,0.09203510071692024
118,0.22224560020659317
119,0.16647815442755828
120,0.11829213170848701
121,0.10717439138089398
122,0.1988427844983437
123,0.2299669681332845
124,0.21462739319418672
125,0.1530958335704848
126,0.19964295147872502
127,0.17884195002468328
128,0.1815047444310604
129,0.12492942485067458
130,0.1094251571919609
131,0.18911785574327167
132,0.1209582086761028
133,0.1154471960264143
134,0.11596516621145414
135,0.11955788702733026
136,0.13095480497555254
137,0.14258766945532397
138,0.17027564049944813
139,0.1896443878199372
140,0.0713318956079604
141,0.12449232091198285
142,0.14664308286521296
143,0.17659885183847876
144,0.17664489846599732
145,0.17475414391111968
146,0.1651889737517948
147,0.2295535866528339
148,0.11055238480704928
149,0.13802686180219279
150,0.12608863583088595
151,0.11841782459711359
152,0.16527941652001873
153,0.10011999952735193
154,0.22831693791633081
155,0.17760596841507875
156,0.24402672519855703
157,0.15191119269727915
158,0.15161218772674923
159,0.1363135766630626
160,0.18028180396765417
161,0.18010177638128858
162,0.29528121495109133
163,0.17358375502598974
164,0.25402357069855414
165,0.19568595691586105
166,0.1485817723294937
167,0.08579111695044464

